level_0,level_1,City,Hosp_Name,Hosp_Address,Score,index_x,Account_Num,Acct_Name_Lookup,index_y,Provider_Num,Reimbursement_Name_Lookup
4860,822,1,0,1,2,4860,70581,SWEDISH AMERICAN HOSPITAL_1401 EAST STATE STREET_ROCKFORD_IL,822,206861,SAINT ANTHONY MEDICAL CENTER_5666 EAST STATE STREET_ROCKFORD_IL
723,1541,1,1,1,3,723,70574,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS_1925 PACIFIC AVENUE_ATLANTIC CITY_NJ,1541,430006,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS_1925 PACIFIC AVENUE_ATLANTIC CITY_NJ
3361,1279,1,0,1,2,3361,70567,ASCENSION PROVIDENCE ROCHESTER HOSPITAL_1101 W UNIVERSITY DRIVE_ROCHESTER_MI,1279,123547,CRITTENTON HOSPITAL MEDICAL CENTER_1101 W UNIVERSITY DRIVE_ROCHESTER_MI
267,612,1,0,1,2,267,70555,ASCENSION SACRED HEART GULF_3801 E HWY 98_PORT SAINT JOE_FL,612,554040,SACRED HEART HOSPITAL ON THE GULF_3801 E HWY 98_PORT SAINT JOE_FL
1421,2614,1,1,1,3,1421,70482,THE MONROE CLINIC_2005 5TH STREET_MONROE_WI,2614,585225,THE MONROE CLINIC_2005 5TH STREET_MONROE_WI
3829,1395,1,1,1,3,3829,70470,MERCY HOSPITAL WASHINGTON_901 EAST 5TH STREET_WASHINGTON_MO,1395,867624,MERCY HOSPITAL WASHINGTON_901 EAST 5TH STREET_WASHINGTON_MO
3228,1181,1,0,1,2,3228,70426,SHRINERS' HOSPITAL FOR CHILDREN (THE)_516 CAREW STREET_SPRINGFIELD_MA,1181,698002,MERCY MEDICAL CTR_271 CAREW STREET_SPRINGFIELD_MA
3857,2509,1,1,1,3,3857,70388,SOUTHAMPTON MEMORIAL HOSPITAL_100 FAIRVIEW DRIVE - PO BOX 817_FRANKLIN_VA,2509,115756,SOUTHAMPTON MEMORIAL HOSPITAL_100 FAIRVIEW DRIVE - PO BOX 817_FRANKLIN_VA
3884,435,1,1,1,3,3884,70355,MIDDLESEX HOSPITAL_28 CRESCENT ST_MIDDLETOWN_CT,435,537525,MIDDLESEX HOSPITAL_28 CRESCENT ST_MIDDLETOWN_CT
2156,591,1,1,1,3,2156,70341,OAK HILL HOSPITAL_11375 CORTEZ BLVD_BROOKSVILLE_FL,591,798356,OAK HILL HOSPITAL_11375 CORTEZ BLVD_BROOKSVILLE_FL
2156,505,1,0,1,2,2156,70341,OAK HILL HOSPITAL_11375 CORTEZ BLVD_BROOKSVILLE_FL,505,433338,BAYFRONT HEALTH BROOKSVILLE_17240 CORTEZ BLVD_BROOKSVILLE_FL
4461,84,1,1,1,3,4461,70339,CANYON VISTA MEDICAL CENTER_5700 EAST HIGHWAY 90_SIERRA VISTA_AZ,84,870365,CANYON VISTA MEDICAL CENTER_5700 EAST HIGHWAY 90_SIERRA VISTA_AZ
4969,1088,1,0,1,2,4969,70307,CHRISTUS OCHSNER LAKE AREA HOSPITAL_4200 NELSON ROAD_LAKE CHARLES_LA,1088,142114,LAKE AREA MEDICAL CENTER_4200 NELSON ROAD_LAKE CHARLES_LA
2068,2150,1,0,1,2,2068,70263,MUSC HEALTH LANCASTER MEDICAL CENTER_800 W MEETING ST_LANCASTER_SC,2150,421430,SPRINGS MEMORIAL HOSPITAL_800 W MEETING ST_LANCASTER_SC
3555,977,1,0,1,2,3555,70160,KANSAS SURGERY & RECOVERY CENTER_2770 NORTH WEBB ROAD_WICHITA_KS,977,327828,KANSAS HEART HOSPITAL_3601 NORTH WEBB ROAD_WICHITA_KS
74,2106,1,1,1,3,74,70110,WELLSPAN EPHRATA COMMUNITY HOSPITAL_169 MARTIN AVENUE_EPHRATA_PA,2106,521910,WELLSPAN EPHRATA COMMUNITY HOSPITAL_169 MARTIN AVENUE_EPHRATA_PA
461,2657,1,1,1,3,461,70108,AURORA BAYCARE MEDICAL CTR_2845 GREENBRIER RD_GREEN BAY_WI,2657,446112,AURORA BAYCARE MEDICAL CTR_2845 GREENBRIER RD_GREEN BAY_WI
5095,12,1,1,1,3,5095,70073,UNIVERSITY OF ALABAMA HOSPITAL_619 SOUTH 19TH STREET_BIRMINGHAM_AL,12,466874,UNIVERSITY OF ALABAMA HOSPITAL_619 SOUTH 19TH STREET_BIRMINGHAM_AL
1716,176,1,1,1,3,1716,69999,GLENDALE MEM HOSPITAL & HLTH CENTER_1420 S CENTRAL AVE_GLENDALE_CA,176,367451,GLENDALE MEM HOSPITAL & HLTH CENTER_1420 S CENTRAL AVE_GLENDALE_CA
3208,1260,1,1,1,3,3208,69974,HENRY FORD WYANDOTTE HOSPITAL_2333 BIDDLE AVE_WYANDOTTE_MI,1260,270237,HENRY FORD WYANDOTTE HOSPITAL_2333 BIDDLE AVE_WYANDOTTE_MI
2055,61,1,1,1,3,2055,69951,COOSA VALLEY MEDICAL CENTER_315 W HICKORY ST_SYLACAUGA_AL,61,384782,COOSA VALLEY MEDICAL CENTER_315 W HICKORY ST_SYLACAUGA_AL
2634,831,1,1,1,3,2634,69934,GENESIS HEALTH SYSTEM_801 ILLINI DR_SILVIS_IL,831,532540,GENESIS HEALTH SYSTEM_801 ILLINI DRIVE_SILVIS_IL
4534,2658,1,1,1,3,4534,69904,AURORA MEDICAL CTR OSHKOSH_855 N WESTHAVEN DRIVE_OSHKOSH_WI,2658,746896,AURORA MEDICAL CTR OSHKOSH_855 N WESTHAVEN DRIVE_OSHKOSH_WI
548,1678,1,1,1,3,548,69855,QUEENS HOSPITAL CENTER_82-68 164TH STREET_JAMAICA_NY,1678,544995,QUEENS HOSPITAL CENTER_82-68 164TH STREET_JAMAICA_NY
3958,1979,1,1,1,3,3958,69834,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER_1500 DIVISION STREET_OREGON CITY_OR,1979,234773,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER_1500 DIVISION STREET_OREGON CITY_OR
4107,1453,1,1,1,3,4107,69784,CHI HEALTH ST FRANCIS_2620 WEST FAIDLEY AVE_GRAND ISLAND_NE,1453,766972,CHI HEALTH ST FRANCIS_2620 WEST FAIDLEY AVE_GRAND ISLAND_NE
3137,1880,1,1,1,3,3137,69721,DOCTORS HOSPITAL_5100 WEST  BROAD STREET_COLUMBUS_OH,1880,180580,DOCTORS HOSPITAL_5100 WEST  BROAD STREET_COLUMBUS_OH
2438,2100,1,1,1,3,2438,69629,SHARON REGIONAL HEALTH SYSTEM_740 EAST STATE STREET_SHARON_PA,2100,712563,SHARON REGIONAL HEALTH SYSTEM_740 EAST STATE STREET_SHARON_PA
1732,1996,1,1,1,3,1732,69614,GEISINGER-BLOOMSBURG HOSPITAL_549 EAST FAIR STREET_BLOOMSBURG_PA,1996,758371,GEISINGER - BLOOMSBURG HOSPITAL_549 EAST FAIR STREET_BLOOMSBURG_PA
4249,2293,1,1,1,3,4249,69598,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL_800 W RANDOL MILL RD_ARLINGTON_TX,2293,885764,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL_800 W RANDOL MILL RD_ARLINGTON_TX
1893,2554,1,0,1,2,1893,69593,ASTRIA TOPPENISH HOSPITAL_502 W FOURTH AVE_TOPPENISH_WA,2554,674417,TOPPENISH COMMUNITY HOSPITAL_502 W FOURTH AVE_TOPPENISH_WA
2120,2467,1,1,1,3,2120,69590,WINCHESTER MEDICAL CENTER_1840 AMHERST ST_WINCHESTER_VA,2467,492452,WINCHESTER MEDICAL CENTER_1840 AMHERST ST_WINCHESTER_VA
4688,2519,1,1,1,3,4688,69586,LONESOME PINE HOSPITAL_1990 HOLTON AVENUE EAST_BIG STONE GAP_VA,2519,581146,LONESOME PINE HOSPITAL_1990 HOLTON AVENUE EAST_BIG STONE GAP_VA
2021,2052,1,1,1,3,2021,69548,HOSPITAL OF UNIV OF PENNSYLVANIA_34TH & SPRUCE STS_PHILADELPHIA_PA,2052,320751,HOSPITAL OF UNIV OF PENNSYLVANIA_34TH & SPRUCE STS_PHILADELPHIA_PA
2416,159,1,1,1,3,2416,69521,RIVERSIDE COMMUNITY HOSPITAL_4445 MAGNOLIA AVENUE_RIVERSIDE_CA,159,300296,RIVERSIDE COMMUNITY HOSPITAL_4445 MAGNOLIA AVENUE_RIVERSIDE_CA
1108,1201,1,1,1,3,1108,69433,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL_1153 CENTRE STREET_BOSTON_MA,1201,449231,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL_1153 CENTRE STREET_BOSTON_MA
4950,1372,1,0,1,2,4950,69368,PANOLA MEDICAL CENTER_303 MEDICAL CENTER DRIVE_BATESVILLE_MS,1372,157017,MERIT HEALTH BATESVILLE_303 MEDICAL CENTER DRIVE_BATESVILLE_MS
5218,2496,1,1,1,3,5218,69346,BON SECOURS ST MARYS HOSPITAL_5801 BREMO RD_RICHMOND_VA,2496,134565,BON SECOURS ST MARYS HOSPITAL_5801 BREMO RD_RICHMOND_VA
3177,856,1,1,1,3,3177,69330,PARKVIEW REGIONAL MEDICAL CENTER_11109 PARKVIEW PLAZA DRIVE_FORT WAYNE_IN,856,661355,PARKVIEW REGIONAL MEDICAL CENTER_11109 PARKVIEW PLAZA DRIVE_FORT WAYNE_IN
4089,888,1,1,1,3,4089,69319,FRANCISCAN HEALTH DYER_24 JOLIET ST_DYER_IN,888,714707,FRANCISCAN HEALTH DYER_24 JOLIET ST_DYER_IN
4861,771,1,1,1,3,4861,69313,METROSOUTH MEDICAL CENTER_12935 S GREGORY_BLUE ISLAND_IL,771,401059,METROSOUTH MEDICAL CENTER_12935 S GREGORY_BLUE ISLAND_IL
1014,2156,1,1,1,3,1014,69297,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE_555 E CHEVES ST BOX 8700_FLORENCE_SC,2156,831524,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE_555 E CHEVES ST BOX 8700_FLORENCE_SC
968,1687,1,1,1,3,968,69182,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER_750 EAST ADAMS STREET_SYRACUSE_NY,1687,227378,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER_750 EAST ADAMS STREET_SYRACUSE_NY
5140,274,1,1,1,3,5140,69181,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP_2450 ASHBY AVENUE_BERKELEY_CA,274,719304,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP_2450 ASHBY AVENUE_BERKELEY_CA
913,2128,1,1,1,3,913,69166,NEWPORT HOSPITAL_11 FRIENDSHIP STREET_NEWPORT_RI,2128,413090,NEWPORT HOSPITAL_FRIENDSHIP STREET_NEWPORT_RI
1430,1439,1,0,1,2,1430,69162,SAINT LUKE'S EAST HOSPITAL_100 N E SAINT LUKE'S BOULEVARD_LEES SUMMIT_MO,1439,365095,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL_100 N E SAINT LUKE'S BOULEVARD_LEES SUMMIT_MO
3087,2579,1,1,1,3,3087,69153,WEST VIRGINIA UNIVERSITY HOSPITALS_MEDICAL CENTER DRIVE_MORGANTOWN_WV,2579,372773,WEST VIRGINIA UNIVERSITY HOSPITALS_MEDICAL CENTER DRIVE_MORGANTOWN_WV
579,1032,1,1,1,3,579,69089,BAPTIST HEALTH LA GRANGE_1025 NEW MOODY LANE_LA GRANGE_KY,1032,572103,BAPTIST HEALTH LA GRANGE_1025 NEW MOODY LANE_LA GRANGE_KY
3194,1508,1,0,1,2,3194,69085,PENN MEDICINE PRINCETON MEDICAL CENTER_ONE - FIVE PLAINSBORO ROAD_PLAINSBORO_NJ,1508,807074,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO_ONE-FIVE PLAINSBORO ROAD_PLAINSBORO_NJ
146,1054,1,1,1,3,146,69031,SLIDELL MEMORIAL HOSPITAL_1001 GAUSE BLVD_SLIDELL_LA,1054,898115,SLIDELL MEMORIAL HOSPITAL_1001 GAUSE BLVD_SLIDELL_LA
4170,472,1,1,1,3,4170,69024,JACKSON MEMORIAL HOSPITAL_1611 NW 12TH AVE_MIAMI_FL,472,730311,JACKSON MEMORIAL HOSPITAL_1611 NW 12TH AVE_MIAMI_FL
5216,2692,1,1,1,3,5216,68973,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI_700 SCOTT & WHITE DRIVE_COLLEGE STATION_TX,2692,403227,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI_700 SCOTT & WHITE DRIVE_COLLEGE STATION_TX
945,2364,1,1,1,3,945,68948,ST DAVID'S MEDICAL CENTER_919 E 32ND ST_AUSTIN_TX,2364,440846,ST DAVID'S MEDICAL CENTER_919 E 32ND ST_AUSTIN_TX
3921,1255,1,1,1,3,3921,68858,"BEAUMONT HOSPITAL, ROYAL OAK_3601 W THIRTEEN MILE RD_ROYAL OAK_MI",1255,814116,"BEAUMONT HOSPITAL, ROYAL OAK_3601 W THIRTEEN MILE RD_ROYAL OAK_MI"
4775,1816,1,1,1,3,4775,68834,FIRELANDS REGIONAL MEDICAL CENTER_1111 HAYES AVENUE_SANDUSKY_OH,1816,183185,FIRELANDS REGIONAL MEDICAL CENTER_1111 HAYES AVENUE_SANDUSKY_OH
1205,1003,1,1,1,3,1205,68794,PIKEVILLE MEDICAL CENTER_911 BYPASS ROAD_PIKEVILLE_KY,1003,288627,PIKEVILLE MEDICAL CENTER_911 BYPASS ROAD_PIKEVILLE_KY
1577,1549,1,1,1,3,1577,68754,EAST ORANGE GENERAL HOSPITAL_300 CENTRAL AVE_EAST ORANGE_NJ,1549,196761,EAST ORANGE GENERAL HOSPITAL_300 CENTRAL AVE_EAST ORANGE_NJ
1826,1941,1,1,1,3,1826,68752,"SAINT FRANCIS HOSPITAL, INC_6161 SOUTH YALE_TULSA_OK",1941,547568,"SAINT FRANCIS HOSPITAL, INC_6161 SOUTH YALE_TULSA_OK"
4995,420,1,1,1,3,4995,68739,MEDICAL CENTER OF THE ROCKIES_2500 ROCKY MOUNTAIN AVENUE_LOVELAND_CO,420,370973,MEDICAL CENTER OF THE ROCKIES_2500 ROCKY MOUNTAIN AVENUE_LOVELAND_CO
678,2258,1,1,1,3,678,68695,TENNOVA HEALTHCARE-CLEVELAND_2305 CHAMBLISS AVE NW_CLEVELAND_TN,2258,631193,TENNOVA HEALTHCARE-CLEVELAND_2305 CHAMBLISS AVE NW_CLEVELAND_TN
4804,2266,1,1,1,3,4804,68679,SAINT FRANCIS BARTLETT MEDICAL CENTER_2986 KATE BOND RD_BARTLETT_TN,2266,396747,SAINT FRANCIS BARTLETT MEDICAL CENTER_2986 KATE BOND RD_BARTLETT_TN
2897,1888,1,1,1,3,2897,68621,UPPER VALLEY MEDICAL CENTER_3130 NORTH COUNTY ROAD 25A_TROY_OH,1888,563295,UPPER VALLEY MEDICAL CENTER_3130 NORTH COUNTY ROAD 25A_TROY_OH
492,1274,1,1,1,3,492,68607,EDWARD W SPARROW HOSPITAL_1215 E MICHIGAN AVENUE_LANSING_MI,1274,511437,EDWARD W SPARROW HOSPITAL_1215 E MICHIGAN AVENUE_LANSING_MI
4636,1374,1,1,1,3,4636,68581,BAPTIST MEMORIAL HOSPITAL DESOTO_7601 SOUTHCREST PARKWAY_SOUTHAVEN_MS,1374,291420,BAPTIST MEMORIAL HOSPITAL DESOTO_7601 SOUTHCREST PARKWAY_SOUTHAVEN_MS
2961,1272,1,1,1,3,2961,68534,MIDMICHIGAN MEDICAL CENTER-MIDLAND_4000 WELLNESS DRIVE_MIDLAND_MI,1272,548885,MIDMICHIGAN MEDICAL CENTER-MIDLAND_4000 WELLNESS DRIVE_MIDLAND_MI
1650,2210,1,1,1,3,1650,68360,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER_923 EAST CENTRAL AVENUE_LA FOLLETTE_TN,2210,134124,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER_923 EAST CENTRAL AVENUE_LA FOLLETTE_TN
2751,502,1,0,1,2,2751,68340,ADVENTHEALTH DAYTONA BEACH_301 MEMORIAL MEDICAL PARKWAY_DAYTONA BEACH_FL,502,828778,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER_301 MEMORIAL MEDICAL PARKWAY_DAYTONA BEACH_FL
2085,2295,1,1,1,3,2085,68285,BRAZOSPORT REGIONAL HEALTH SYSTEM_100 MEDICAL DRIVE_LAKE JACKSON_TX,2295,232506,BRAZOSPORT REGIONAL HEALTH SYSTEM_100 MEDICAL DRIVE_LAKE JACKSON_TX
4167,1293,1,1,1,3,4167,68270,"MAYO CLINIC HEALTH SYSTEM - RED WING_701 HEWITT BOULEVARD, PO BOX 95_RED WING_MN",1293,887073,"MAYO CLINIC HEALTH SYSTEM IN RED WING_701 HEWITT BOULEVARD, PO BOX 95_RED WING_MN"
494,843,1,1,1,3,494,68234,METHODIST HOSPITALS INC_600 GRANT ST_GARY_IN,843,764143,METHODIST HOSPITALS INC_600 GRANT ST_GARY_IN
507,966,1,0,1,2,507,68169,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC._929 NORTH ST FRANCIS STREET_WICHITA_KS",966,770248,"VIA CHRISTI HOSPITALS WICHITA, INC_929 NORTH ST FRANCIS STREET_WICHITA_KS"
4481,2486,1,1,1,3,4481,68162,CARILION NEW RIVER VALLEY MEDICAL CENTER_2900 LAMB CIRCLE_CHRISTIANSBURG_VA,2486,179663,CARILION NEW RIVER VALLEY MEDICAL CENTER_2900 LAMB CIRCLE_CHRISTIANSBURG_VA
4397,2443,1,1,1,3,4397,68151,DOCTORS HOSPITAL AT RENAISSANCE_5501 SOUTH MCCOLL_EDINBURG_TX,2443,819625,DOCTORS HOSPITAL AT RENAISSANCE_5501 SOUTH MCCOLL_EDINBURG_TX
2388,1656,1,1,1,3,2388,68118,FLUSHING HOSPITAL MEDICAL CENTER_45TH AVENUE AND PARSONS BOULEVARD_FLUSHING_NY,1656,155127,FLUSHING HOSPITAL MEDICAL CENTER_45TH AVENUE AND PARSONS BOULEVARD_FLUSHING_NY
1972,2112,1,1,1,3,1972,68055,MILTON S HERSHEY MEDICAL CENTER_500 UNIVERSITY DRIVE_HERSHEY_PA,2112,873181,MILTON S HERSHEY MEDICAL CENTER_500 UNIVERSITY DRIVE_HERSHEY_PA
4542,2545,1,1,1,3,4542,68044,PROVIDENCE CENTRALIA HOSPITAL_914 S SCHEUBER ROAD_CENTRALIA_WA,2545,526479,PROVIDENCE CENTRALIA HOSPITAL_914 S SCHEUBER ROAD_CENTRALIA_WA
3926,1168,1,1,1,3,3926,68040,ANNA JAQUES HOSPITAL_25 HIGHLAND AVENUE_NEWBURYPORT_MA,1168,843670,ANNA JAQUES HOSPITAL_25 HIGHLAND AVENUE_NEWBURYPORT_MA
3458,821,1,1,1,3,3458,68037,EDWARD HOSPITAL_801 SOUTH WASHINGTON_NAPERVILLE_IL,821,103463,EDWARD HOSPITAL_801 SOUTH WASHINGTON_NAPERVILLE_IL
2603,1357,1,1,1,3,2603,68012,DELTA REGIONAL MEDICAL CENTER_1400 E UNION ST_GREENVILLE_MS,1357,423357,DELTA REGIONAL MEDICAL CENTER_1400 E UNION ST_GREENVILLE_MS
4626,356,1,1,1,3,4626,67976,ST LOUISE REGIONAL HOSPITAL_9400 NO NAME UNO_GILROY_CA,356,432676,SAINT LOUISE REGIONAL HOSPITAL_9400 NO NAME UNO_GILROY_CA
314,730,1,1,1,3,314,67915,KATHERINE SHAW BETHEA HOSPITAL_403 E 1ST ST_DIXON_IL,730,887203,KATHERINE SHAW BETHEA HOSPITAL_403 E 1ST ST_DIXON_IL
1591,261,1,1,1,3,1591,67914,HI-DESERT MEDICAL CENTER_6601 WHITE FEATHER ROAD_JOSHUA TREE_CA,261,303318,HI-DESERT MEDICAL CENTER_6601 WHITE FEATHER ROAD_JOSHUA TREE_CA
2570,2479,1,1,1,3,2570,67734,"CARILION ROANOKE MEMORIAL HOSPITAL_1906 BELLEVIEW AVENUE, SE_ROANOKE_VA",2479,782180,"CARILION ROANOKE MEMORIAL HOSPITAL_1906 BELLEVIEW AVENUE, SE_ROANOKE_VA"
375,1577,1,1,1,3,375,67666,GALLUP INDIAN MEDICAL CENTER_516 E NIZHONI BLVD_GALLUP_NM,1577,722864,GALLUP INDIAN MEDICAL CENTER_516 E NIZHONI BLVD_GALLUP_NM
1933,2463,1,1,1,3,1933,67617,NORTHWESTERN MEDICAL CENTER INC_133 FAIRFIELD STREET_SAINT ALBANS_VT,2463,636173,NORTHWESTERN MEDICAL CENTER INC_133 FAIRFIELD STREET_SAINT ALBANS_VT
66,1216,1,1,1,3,66,67597,SINAI-GRACE HOSPITAL_6071 W OUTER DRIVE_DETROIT_MI,1216,695848,SINAI-GRACE HOSPITAL_6071 W OUTER DRIVE_DETROIT_MI
3919,294,1,1,1,3,3919,67578,"LAC+USC MEDICAL CENTER_1200 N STATE ST, ROOM C2K100_LOS ANGELES_CA",294,243895,"LAC+USC MEDICAL CENTER_1200 N STATE ST, ROOM C2K100_LOS ANGELES_CA"
1146,306,1,1,1,3,1146,67536,SCRIPPS GREEN HOSPITAL_10666 NORTH TORREY PINES ROAD_LA JOLLA_CA,306,129428,SCRIPPS GREEN HOSPITAL_10666 NORTH TORREY PINES ROAD_LA JOLLA_CA
1602,927,1,1,1,3,1602,67513,UNIVERSITY OF IOWA HOSPITAL & CLINICS_200 HAWKINS DRIVE_IOWA CITY_IA,927,708574,UNIVERSITY OF IOWA HOSPITAL & CLINICS_200 HAWKINS DRIVE_IOWA CITY_IA
1511,2117,1,1,1,3,1511,67488,FORBES HOSPITAL_2570 HAYMAKER ROAD_MONROEVILLE_PA,2117,556150,FORBES HOSPITAL_2570 HAYMAKER ROAD_MONROEVILLE_PA
2413,2494,1,1,1,3,2413,67452,JOHNSTON MEMORIAL HOSPITAL_16000 JOHNSTON MEMORIAL DRIVE_ABINGDON_VA,2494,717038,JOHNSTON MEMORIAL HOSPITAL_16000 JOHNSTON MEMORIAL DRIVE_ABINGDON_VA
3333,2568,1,1,1,3,3333,67392,MULTICARE GOOD SAMARITAN HOSPITAL_401 15TH AVENUE SE_PUYALLUP_WA,2568,349320,MULTICARE GOOD SAMARITAN HOSPITAL_401 15TH AVENUE SE_PUYALLUP_WA
3549,991,1,1,1,3,3549,67352,MEADOWVIEW REGIONAL MEDICAL CENTER_989 MEDICAL PARK DRIVE_MAYSVILLE_KY,991,569697,MEADOWVIEW REGIONAL MEDICAL CENTER_989 MEDICAL PARK DRIVE_MAYSVILLE_KY
664,2311,1,0,1,2,664,67317,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX_601 E 15TH STREET_AUSTIN_TX,2311,596553,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE_601 E 15TH STREET_AUSTIN_TX
310,140,1,1,1,3,310,67298,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY_1001 SCHNEIDER DRIVE_MALVERN_AR,140,581745,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY_1001 SCHNEIDER DRIVE_MALVERN_AR
5005,1120,1,1,1,3,5005,67297,SAINT AGNES HOSPITAL_900 CATON AVENUE_BALTIMORE_MD,1120,633190,SAINT AGNES HOSPITAL_900 CATON AVENUE_BALTIMORE_MD
5167,1821,1,1,1,3,5167,67283,MOUNT CARMEL WEST_793 WEST STATE STREET_COLUMBUS_OH,1821,532939,MOUNT CARMEL WEST_793 WEST STATE STREET_COLUMBUS_OH
3977,745,1,1,1,3,3977,67270,ST JOHNS HOSPITAL_800 E CARPENTER ST_SPRINGFIELD_IL,745,845963,ST JOHNS HOSPITAL_800 E CARPENTER ST_SPRINGFIELD_IL
583,816,1,1,1,3,583,67251,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS_1900 SILVER CROSS BLVD_NEW LENOX_IL,816,678622,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS_1900 SILVER CROSS BLVD_NEW LENOX_IL
2647,1721,1,1,1,3,2647,67237,HIGH POINT REGIONAL HOSPITAL_601 N ELM ST_HIGH POINT_NC,1721,756714,HIGH POINT REGIONAL HOSPITAL_601 N ELM ST_HIGH POINT_NC
856,2177,1,1,1,3,856,67204,TIDELANDS WACCAMAW COMMUNITY HOSPITAL_4070 HIGHWAY 17 BYPASS PO DRAWER 3350_MURRELLS INLET_SC,2177,727659,TIDELANDS WACCAMAW COMMUNITY HOSPITAL_4070 HIGHWAY 17 BYPASS PO DRAWER 3350_MURRELLS INLET_SC
3040,2444,1,1,1,3,3040,67188,LUBBOCK HEART HOSPITAL LP_4810 NORTH LOOP 289_LUBBOCK_TX,2444,794086,LUBBOCK HEART HOSPITAL LP_4810 NORTH LOOP 289_LUBBOCK_TX
76,1259,1,1,1,3,76,67152,BEAUMONT HOSPITAL - WAYNE_33155 ANNAPOLIS AVE_WAYNE_MI,1259,808743,BEAUMONT HOSPITAL - WAYNE_33155 ANNAPOLIS AVE_WAYNE_MI
1802,1783,1,0,1,2,1802,67138,ATRIUM HEALTH LINCOLN_433 MCALISTER RD_LINCOLNTON_NC,1783,336830,CAROLINAS HEALTHCARE SYSTEM LINCOLN_433 MCALISTER RD_LINCOLNTON_NC
982,873,1,1,1,3,982,67136,MEMORIAL HOSPITAL OF SOUTH BEND_615 N MICHIGAN ST_SOUTH BEND_IN,873,506300,MEMORIAL HOSPITAL OF SOUTH BEND_615 N MICHIGAN ST_SOUTH BEND_IN
5156,210,1,1,1,3,5156,67132,TRI-CITY MEDICAL CENTER_4002 VISTA WAY_OCEANSIDE_CA,210,292375,TRI-CITY MEDICAL CENTER_4002 VISTA WAY_OCEANSIDE_CA
4780,481,1,1,1,3,4780,67113,MANATEE MEMORIAL HOSPITAL_206 2ND ST E_BRADENTON_FL,481,578048,MANATEE MEMORIAL HOSPITAL_206 2ND ST E_BRADENTON_FL
4682,1210,1,1,1,3,4682,67073,PROMEDICA BIXBY HOSPITAL_818 RIVERSIDE AVENUE_ADRIAN_MI,1210,885705,PROMEDICA BIXBY HOSPITAL_818 RIVERSIDE AVENUE_ADRIAN_MI
398,357,1,1,1,3,398,67072,SAN RAMON REGIONAL MEDICAL CENTER_6001 NORRIS CANYON ROAD_SAN RAMON_CA,357,877068,SAN RAMON REGIONAL MEDICAL CTR_6001 NORRIS CANYON ROAD_SAN RAMON_CA
1691,1631,1,1,1,3,1691,67048,ORANGE REGIONAL MEDICAL CENTER_707 EAST MAIN STREET_MIDDLETOWN_NY,1631,557339,ORANGE REGIONAL MEDICAL CENTER_707 EAST MAIN STREET_MIDDLETOWN_NY
5227,545,1,1,1,3,5227,67029,CENTRAL FLORIDA REGIONAL HOSPITAL_1401 W SEMINOLE BLVD_SANFORD_FL,545,586583,CENTRAL FLORIDA REGIONAL HOSPITAL_1401 W SEMINOLE BLVD_SANFORD_FL
1317,2347,1,1,1,3,1317,67017,COLLEGE STATION MEDICAL CENTER_1604 ROCK PRAIRIE ROAD_COLLEGE STATION_TX,2347,171144,COLLEGE STATION MEDICAL CENTER_1604 ROCK PRAIRIE ROAD_COLLEGE STATION_TX
95,1774,1,1,1,3,95,66994,LAKE NORMAN REGIONAL MEDICAL CENTER_171 FAIRVIEW ROAD_MOORESVILLE_NC,1774,365679,LAKE NORMAN REGIONAL MEDICAL CENTER_171 FAIRVIEW ROAD_MOORESVILLE_NC
2116,1513,1,1,1,3,2116,66988,CAREPOINT HEALTH-CHRIST HOSPITAL_176 PALISADE AVE_JERSEY CITY_NJ,1513,893288,CAREPOINT HEALTH-CHRIST HOSPITAL_176 PALISADE AVE_JERSEY CITY_NJ
